postcode,name,address
M38 9WQ,Pharoah's Pizza,"284 Manchester Road East, Manchester"
BL3 6HE,Tropical Cafe,"63 Derby Street, Bolton"
BL4 9BB,Pizza Corner,"88 Higher Market Street, Bolton"
BL7 9PQ,Hot Chilli,"Unit 1A, Dunscar Business Park, Blackburn Road, Bolton"
BL1 4PZ,Volcano,"27 Lowndes Street, Bolton"
BL4 9AE,Golden Dragon,"112 Market Street, Farnworth"
BL3 3RR,Canadian Charcoal,"404 St Helens Road, Bolton"
BL1 4JE,Sanshan,"278 Chorley Old Road, Bolton"
M28 3AX,Walkden Pizza,"15 Bolton Road, Worsley"
BL1 1QD,Laibaz,"93 Bradshawgate, Bolton"
BL4 9JB,Riahan,"220 Albert Road, Farnworth"
BL1 6AE,Curry Master,"505 Chorley Old Road, Bolton"
BL4 7BB,Gonzales Pizza,"48 Albert Road, Farnworth, Farnworth"
LS13 3EE,Stanningley Pizzas,"7 Fairfield Mount, Bramley"
HU3 6NS,Papa John's,"374B Anlaby Road, Hull"
HU3 1LP,Kurdistan Grill House,"214 Spring Bank, Hull"
HU5 2ND,Pizza By Papa,"214 Newland Avenue, Hull"
HU17 8EB,Pizza Pan Ltd,"4 Windmill Walk, Beverley"
HU17 7AP,Tasneem's,"Wylies Road, Beverley"
HU12 8JA,The Mill,"18C Market Place, Hull"
HU17 9AA,Akash,"63A Toll Gavel, Beverley"
HU5 3QP,Ray's Place,"97 Princes Avenue, Hull"
HU17 7AA,Sawadee,"Tudor House 
4 North Bar Without, Beverley"
HU4 7EH,Hanna's Gourmet Burgers,"73 Bethune Avenue, Kingston upon Hull"
HU3 6NS,Goodfellas,"370 Anlaby Road, Hull"
HU4 6QF,Pizza Bite,"813 Hessle Road, Hull"
HU3 6EE,Lano's,"41 St. Georges Road, Hull"
HU4 7HB,Gianni's Pizza,"2 Mollison Road, Hull"
HU4 6PJ,Venus,"731 Hessle Road, Hull"
HU3 6AS,Robin Hood,"461 Anlaby Road, Hull"
HU3 2SE,The Royal Pizza,"257 Anlaby Road, Hull"
HU10 6LX,Raj Tandoori,"178 Kingston Road, Hull"
HU13 0AH,Milano Takeaway,"8 Hull Road, Hessle"
HU4 7RR,Curry House,"282 Hull Road, Hull"
HU13 0SB,Love Italian,"27 The Weir, Hull"
HU5 3BG,Newland Takeaway Fish-Chips,"57 Newland Avenue, Hull"
HU16 5QE,La Scala,"70 King Street, Cottingham"
HU3 6SX,Sam's Pizza,"645 Anlaby Road, Hull"
HU3 6SX,Toscana,"635 Anlaby Road, Hull"
HU5 3RX,Asian Kitchen,"35 Princes Avenue, Hull"
HU5 5HD,Spice Tandoori,"973 Spring Bank West, Hull"
HU5 5PH,Changle Chinese Takeaway,"197 Wold Road, Hull"
HU5 4QG,Pizza Experts,"276 Bricknell Avenue, Hull"
HU6 9PD,Mario's,"115 Greenwood Avenue, Newland"
HU5 3QA,Aunt Bibby's,"12 Princes Avenue, Hull"
HU17 0DG,Spice of India,"9 Wednesday Market, Beverley"
HU3 1PG,Khan's Tandoori,"188 Spring Bank, Hull"
HU3 1AB,LX Charcoal Grill and Bar,"48 Spring Bank, Hull"
HU4 7RY,Anlaby Pizza Square,"251 Hull Road, Anlaby Common"
HU9 3DQ,Moon River,"330 Holderness Road Hull,, Hull"
HU9 3TN,Fryz,"318 Southcoates Lane, Hull"
HU5 3AF,Athena no10,"10 Newland Avenue, Hull"
HU5 3AF,Pride of Hull,"4 Newland Avenue, Hull"
HU9 1DU,Take A Break Cafe,"3 Church Street, Hull"
HU6 7LG,Lime Tandoori,"560 Beverely Road, Hull"
HU1 1LF,Eikona,"27-28 Scale Lane, Hull"
HU5 1BA,Pizza To Go,"320 Beverley Road, Hull"
HU9 1BY,Frankie's,"18 Witham, Hull"
HU5 3QX,Khan Pizza,"67 Princes Avenue, Hull"
HU10 6UA,Gino's,"26 Hull Road, Hull"
HU5 3QJ,The Fish and Chip Kitchen,"78 Princess Avenue, Hull"
HU8 9AL,Raj Spice,"631 Holderness Road, Hull"
HU9 3NA,Pizza Slice,"440 Marfleet Lane, Hull"
HU5 5PH,Alachi,"191 Wold Road, Hull"
HU3 1YE,Raj Pavilion,"56-58 Beverley Road, Hull"
HU8 8TS,Tang's Kitchen,"219 Buckingham Street, Hull"
HU4 6QE,Indian Express,"801 Hessle Road, Hull"
HU9 3TN,Chicken King,"316 Southcoates Lane, Hull"
HU8 8TE,Lucky Star,"305 Holderness Road, Hull"
HU5 3QX,ZARA'S,"61 Princes Avenue, Hull"
HU9 2RE,Pizza Night,"48 Newbridge Road Hull,, Southcoates"
HU9 2JX,Top Fried Chicken,"298 Holderness Road, Hull"
HU9 4TP,Buon Appetito,"672B Marfleet Lane, Hull"
HU5 3RX,El Toro,"45-47 Princes Avenue, Hull"
HU9 4JU,Sicilian,"2 Elmbridge Parade, Hull"
HU6 7RA,San Remo`s,"44 Cottingham Road, Hull"
HU7 4BL,Sutton Pizza and Kebab,"24a Grandale, Hull"
HU3 1LP,Pizzeria Al Forno,"173a Spring Bank, Hull"
HU3 1YE,Tamil Brasserie,"52, Beverley Road, Hull"
HU5 1LW,Falcons Kebabs,"410 Beverley Road, Hull"
HU9 3EZ,Yankee's Diner,"624, Holderness Road, Hull"
HU5 5HD,Taj,"975 Spring Bank West, Hull"
HU9 3DQ,King Square Pizza,"334 Holderness Road, Kingston upon Hull"
HU5 2UT,Taste of China Noodle Bar,"221 Beverley Road, Hull"
HU9 3NW,Porto Pizza's,"199 Portobello Street, Hull"
HU3 1NP,Square Pan Pizza,"210-212 Spring Bank, Hull"
HU9 5UY,Vegas Green Bay,"187D Preston Road, Hull"
HU5 1LA,Pizza King,"359 Beverly Road, Hull"
HU4 6QE,Spice Land Cafe Express,"801 Hessle Road, Gipsyville"
HU8 7NA,First Class Pizza,"13 Holderness Road, Hull"
HU9 5UY,Valencia Bay,"187 Preston Road, Hull"
PL4 9BA,India Express,"3 Beaumont Road, Plymouth"
PL4 0AU,Tasty Food Express,"32 Bretonside, Plymouth"
PL1 2AG,Favourite Pizza,"53 Notte Street, Plymouth"
LE2 6UN,Pizza Land,"583 Saffron Lane, Leicester"
LE2 8PE,Piccadilly and TJ's Burgers,"2 Lutterworth Road, Leicester"
LE19 2HL,Spice 45,"31 Leicester Road, Leicester"
LE18 1NR,Perfect Pizza,"15 Leicester Road, Wigston"
LE8 8BF,The Crown of India,"6 Leicester Road, Fleckney"
LE3 1BH,TJ's,"10 Fullhurst Avenue, Leicester"
LE3 0BW,Queen's Pizza,"154 Narborough Road, Leicester"
DE11 7EA,Papa's Pizza,"57 High Street, Swadlincote"
LE3 5EZ,Romarios Pizza,"175 Fosse Road North, Leicester"
LE5 4BQ,Perfect Pizza,"199 Uppingham Road, Leicestershire"
LE7 7LJ,Anmol,"20 Woodgate, Rothley"
LE4 7RP,Popeye's Mangal,"71 Nicklaus Road, Leicester"
LE16 9HD,The Cinnamon Lounge,"127 Northampton Road, Market Harborough"
DE12 6EX,Moira Chippy,"23 Blackfordby Lane, Swadlincote"
LE4 6BA,Pepperzzz,"18 Catherine Street, Leicester"
LE4 9DB,BBQ Istanbul,"434 Gipsy Lane, Leicester"
LE4 8DS,Generous Raj,"22B Garden Street, Leicester"
LE2 5BF,Papa John's,"90 The Parade, Leicester"
LE5 6DN,TJ's Burgers,"17 Main Street, Leicester"
LE3 2AP,New Hong Kong,"260 Narborough Road, Leicester"
LE3 0LE,Alino African Bar and Resta...,"11 Narborough Road, Leicester"
LE2 7FS,Wok Express,"122 Grasmere Street, St. Matthews"
LE10 0AN,Flames Pizza and Grill,"7 The Horsefair, Hinckley"
LE1 7HA,Test Test Load 59,"Mohrenstrasse 60, Leicester"
LE1 7HA,Test Test Load 119,"Mohrenstrasse 60, Leicester"
LE2 2LG,Test Test Load 75,"Mohrenstrasse 60, Leicester"
LE2 2LG,Test Test Load 15,"Mohrenstrasse 60, Leicester"
LE2 1HS,Test Test Load 103,"Mohrenstrasse 60, Leicester"
LE2 1HS,Test Test Load 43,"Mohrenstrasse 60, Leicester"
LE3 0BT,Sahara,"138a Narborough Road, Leicester"
LE4 9BX,Munroes Munchbox,"290 Gypsy Lane, Leicester"
LE10 0BJ,Bombay Saray,"91 Trinity Lane, Hinckley"
LE14 3RZ,The Empress of India,"97 Main Street, Asfordby"
LE9 8DS,Raihans Takeaway,"53 High Street, Leicester"
LE67 3TN,Grosseto Pizzeria,"135 Thornborough Road, Coalville"
DE11 8JA,USA Chicken,"77 High Street, Swadlincote"
LE2 5BB,TJ's Oadby,"71 The Parade, Leicester"
LE10 0QG,Burger King,"Unit B1, The Crescent, Hinkley, Leicestershire, Hinckley"
LE10 1NL,Bengal Village,"26 The Borough, Hinckly"
LE10 1AW,FAB Noodle Bar,"Unit 9C, The Crescent, 28 Station Road, Hinckley"
LE10 1QW,Everest Dine,"8 Holliers Walk, Hinckley"
LE9 9GX,Village Balti and Pizza,"45 Saint Martins Drive, Leicester"
LE9 8DR,Spice House,"124 High Street, Barwell"
LE10 0BA,Papa John's,"33 Regent Street, Hinckley"
LE67 1GE,Cinnamon Tree,"1 Wood Road, Leicestershire"
LE11 3XA,Sliced,"Kiosk 1, Carillon Court, Market Street, Loughborough"
LE11 2TP,Angie's Fish and Chips,"13 Bedford Square, Loughborough"
LE9 8DR,Chris's Fish and Chips,"104-106 High Street, Barwell"
LE11 1ER,Momma B's Caribbean Cuisine,"29-35 Nottingham road, Loughborough"
LE11 1BE,Grill House and Shisha Lounge,"41 Pinfold Gate, Loughborough"
LE11 5BX,Farouks Tandoori,"82 Derby Road, Loughborough"
LE11 1UE,Himalayan Inn,"42 Church Gate, Loughborough"
LE11 3AA,Pizza Palace,"75 Ashby Road, Loughborough"
LE10 1NL,MC7 Fish and Chicks,"27 The Borough Hinckley, Leicestershire"
LE67 9UW,Indian Fusion,"123 Main Street, Leicester"
LE11 1TH,Papa John's - Loughborough,"49 Baxter Gate, Leicestershire"
LE12 6PF,Manhattan Pizzas,"75a Main Street, Loughborough"
NG9 5JW,Haveli Fine Dining,"10 Attenborough Lane, Nottingham"
LE11 2BX,Cinnamon,"83-87 Lansdowne Drive, Loughborough"
LE67 3WD,Cafe Chutney,"7 Marlborough Square, Coalville"
LE4 4GL,Dining Room Indian Restaurant,"115 Wanlip Lane, Birstall"
LE11 3AA,Mount Gurhka,"31 Ashby Road, Loughborough"
LE12 8BS,Bianca's Pizza,"Station Road,Quorn, Loughborough"
LE11 1DY,110 Pizza and Cafe Bar,"65 Clarence Street, Loughborough"
LE11 5BE,Saleh Kebab House,"16 The Rushes, Loughborough"
LE11 5BG,Mughal-e-Shahi,"40 The Rushes, Loughborough"
LE12 7AJ,Noorjahan,"63b Leicester Road, Mountsorrel, Mountsorrel"
LE12 9AE,Perfecto Pizza,"27 Britannia Street, Loughborough"
LE12 7AX,Rising Sun,"214 Loughborough Road, Loughborough"
LE12 9RE,Barons,"7E Brook Street, Shepshed"
LE67 4TN,Golden Fry,"10 Belgrave Close, Coalville"
LE4 8GR,Syston Farmhouse Pizza,"924 Melton Road, Leicester"
LE19 1JZ,Burger King,"Meridian Leisure Park, Lubbersthorpe Way, Braunstone Town, Leicester"
LE11 2PY,Dominic's,"11-13 High Street, Loughborough"
LE2 6QT,Saffron Chippy,"81 Southfields Drive, Leicester"
LE67 9PP,Flying Horse Indian Restaur...,"Little Shaw Lane, Markfield"
LE12 7RX,Yasmin's Tandoori and Balti...,"37 High Street, Loughborough"
LE11 1EU,Paradise takeaway,"18 Nottingham Road, Loughborough"
LE3 1RD,The Raven Fryer,"13 Raven Road, Leicester"
LE11 3AA,USA Fried Chicken,"51a Ashby Road, Loughborough"
PL12 6JQ,Blue Moon,"37 Lower Fore Street, Saltash, Cornwall, Saltash"
LE9 7GH,Ali Baba's,"2- 4 Station Road, Leicester"
LE65 1AN,La Spezia Pizzeria,"3 Bakery Court, Market Street, Ashby-de-la-Zouch"
PL1 3LU,A Taskinha,"55 Union Street, Plymouth"
PL1 2AG,Mo's Diner,"60 Notte Street, Plymouth"
PL4 7NJ,Lipson Takeaway,"10 Ladysmith Road, Plymouth"
PL12 6JL,Stop By Kebabs,"10 Fore street, Saltash"
PL1 1HX,Peri Peri Chicken Kitchen,"133 Armada Way, Plymouth"
PL2 2NH,Subham Takeaway,"5 Ham Green, Plymouth"
PL1 1HX,Greedy Pig,"133 Armada Way, Plymouth"
PL5 1RW,Jackie's Coffee and Salad Bar,"17 Victoria Road, Plymouth"
PL1 2LA,Crystal Dragon,"10-11 Southside Street, Plymouth"
PL4 8LH,Burgers R Us,"19 Alvington Street, Plymouth"
PL4 9AA,Wicked Chicken and Grill,"67 Ebrington Street, Plymouth"
PL3 4RG,Legend kebab house,"72 Hyde Park Road, Plymouth"
PL9 9DG,Wah Tien Chinese,"1 Radford park road, Plymouth"
PL7 2AW,Ridgeway Grill,"79b Ridgeway, Plymouth"
PL2 3SF,Ocean Delight,"83 St. Pancras Avenue, Plymouth"
PL1 1SD,Koishii Japanese Restaurant,"101 Mayflower Street, Plymouth"
PL1 3LU,Pizza Fast Plymouth,"37 Union Street, Plymouth"
PL4 0DX,Mombay Brasserie,"Unit 1 Penrose House, Plymouth"
PL1 3LU,Plymouth Curry and Kebab House,"67 Union Street, Plymouth"
PL7 2DY,Plympton Grill,"Unit 1 Glen Road, Chaddlewood"
PL2 3BL,Rhodos Kebab and Pizza,"95 Wolseley Road, Plymouth"
PL1 3NB,Devon Kebab Pizza,"87 Union Street, Plymouth"
PL1 4HN,Mystic Pizza,"2 George Street, Plymouth"
PL3 5ER,Wongs,"82 Priory Road, Plymouth"
PL4 8LZ,Little India Plymouth,"44 Armada Street, Plymouth"
PL4 0AU,The Ganges and Gurkha,"36 Bretonside, Plymouth"
PL2 3BL,Roopnogar,"67 Wolseley Road, Plymouth"
PL4 8FB,Atlantic Fryers,"58 Faringdon Road, Plymouth"
PL4 0NG,Istanbul Kebab and Pizzas,"168 Exeter Street, Plymouth"
PL3 4DF,Stoke Grill,"62 Devonport Road, Plymouth"
PL4 9AA,Aroma Woodfired Pizza,"67c Ebrington Street, Plymouth"
PL4 0BB,Curry King,"47 Bretonside, Plymouth"
PL4 8HB,Food 4 U,"79 North Hill, Plymouth"
PL1 1SD,Henry J's Roast,"113 Mayflower Street, Plymouth"
PL1 2AG,Plymouth Express,"Notte Street, Barbican"
PL1 2AG,Lee's Garden,"50 Notte Street, Plymouth"
PL4 6JG,The Curry Corner,"1-3 Mutley Plain, Mutley"
PL4 0NH,Golden Place,"204 Exeter Street, Plymouth"
PL1 3EY,Super Kebab Pizza,"40 Union Street, Plymouth"
HP11 2LR,Bucks Spice Indian Takeaway,"93B West Wycombe Road, High Wycombe"
SL6 9BR,My Cod,"47 Station Hill Parade, Maidenhead"
HP12 4JN,Corner Plaice,"61 Mill End Road, High Wycombe"
HP10 9LS,Empire of India,"3 Straight Bit, High Wycombe"
HP13 5XF,Green Valley Pizza,"13 Littleworth Road, High Wycombe"
HP11 2QA,Arthur's China City,"182 Desborough Road, High Wycombe"
SL7 1LW,Marlow Tandoori,"Unit b Fieldhouse Lane, Marlow"
SL1 7JX,Peppers,"69 High Street, Burnham"
SL6 7BZ,Paprika of Maidenhead,"36a Clivemont Road, Maidenhead"
SL8 5SS,The Coriander,"58-60 The Parade, Bucks"
HP11 2QA,Rooster Hut,"156 Desborough Road, High Wycombe"
HP15 7LG,Jai-Ho,"Hazlemere Cross Roads, High Wycombe"
HP13 6RZ,Papa John's,"Thames House Castle Street, High Wycombe"
HP11 1EP,Pizza King Grill 6,"505 London Road, High Wycombe"
HP13 6XP,UK Pizza,"145 Bowerdean Road, High Wycombe"
HP13 5AE,Grill and Fry,"185 Amersham Road, High Wycombe"
HP13 6RG,Olympia Pizza,"28 Castle Street, High Wycombe"
HP13 6RN,Spicy Touch,"57 Castle Street, High Wycombe"
HD2 1HG,Spice Village,"68 Sheepridge Road, Huddersfield"
HD1 5AY,Marhaba,"3 St johns Road, Huddersfield"
HP13 7LB,Mc Pizza Kebab Burger Chips,"176 Totteridge Road High, Wycombe"
HP12 4LU,Kashmir Tandoori,"7 Mentmore Road, High Wycombe"
HP13 5XF,TFC,"13 Littleworth Road, Downley"
HD1 2PZ,Green Bottle,"53 King Street, Huddersfield"
WF14 9JQ,Quatro Pizza,"35a Camm Lane, Mirfield"
HD4 5AQ,Pizzo's,"5 Blackmoorfoot Road, Huddersfield"
HD1 3ED,IMunch,"17 Chapel Hill, Huddersfield"
HD1 4BJ,El Ranchito,"1 Bow Street, Huddersfield"
HD1 4LF,Spicy Kitchen,"88 Westbourne Road, Marsh"
HD1 2RT,Green Island,"28 Packhorse Shopping Centre, Pack Horse Walk, Huddersfield"
HD1 3EB,Lahori Taste,"36 Chapel Hill, Huddersfield"
HD5 8AG,Ali Murad,"285-287 Wakefield Road, Huddersfield"
HD1 4LF,Spicy Hut,"154 Westbourne Road, Huddersfield"
HD2 2RR,Peckish,"1 King Cliffe Road, Huddersfield"
HD4 5RE,Kadri,"152 Blackmoorfoot Road, Huddersfield"
HD2 1SZ,Flames Balti,"13-14 Copthorne Square, Bradley"
HD1 3QX,Avanti Pizza,"122 Lockwood Road, Huddersfield"
HD1 3EB,My Cod Fisheries and Grill Bar,"46A Chapel Hill, Huddersfield"
HD6 1PD,Milano Pizza,"Unit 3 Phoenix Street, Brighouse"
BD5 8DH,Secrets,"884 Manchester Road, Bradford"
HX5 0EU,USA Express,"11 Town Hall Buildings, Elland"
BD19 3JP,Bruno's Pizzeria,"28 Bradford Road, Cleckheaton"
WF13 4QE,Maxi's,"1 Moor Side Road, Dewsbury"
BD6 2DU,Rajas Grill,"583 Halifax Road, Bradford"
BD19 3PT,Fletchers Fisheries,"85 Bradford Road Cleckheaton, Cleckheaton"
HD1 6DZ,Da Pizza Inn and Curry House,"127 Bradford Road, Huddersfield"
HD1 3JA,Trinacria,"164 Manchester Road, Huddersfield"
HD6 3JA,Curry Chef,"85 Highfield Road, Brighouse"
WF14 9DQ,Pizza Time,"207 Huddersfield Road, Mirfield"
BD12 0AD,Amano's,"216 Huddersfield Road, Bradford"
HD1 6HY,Pizza On Time,"4 Bradford Road, Huddersfield"
HD6 1HT,Nushee,"38 Gooder Lane, Brighouse"
BD12 9NT,Raja's Spice Grill,"17 Towngate, Wyke"
HX3 0NS,Desi Spice,"Huddersfield Road, Halifax"
HD1 4LQ,Salira,"35 Westbourne Road, Huddersfield"
HD3 4SH,Master Pizza Bar,"107 Sycamore Ave, Huddersfield"
HD1 4UJ,OMG Pizza,"151 Church Street, Huddersfield"
HD3 3JB,Pizzeria Napoli,"29 Lidget Street, Lindley"
HD3 4SS,Paradise,"1 Sycamore Court, Huddersfield"
HD4 5AA,Karahi Lounge - Indian rest...,"264 Manchester Road, Huddersfield"
HD6 1JR,Turkish Delight,"51 Bethel Street, Brighouse"
HD3 4HT,Flavaz,"98 Market Street, Milnsbridge"
HD1 2PY,Rivers,"1-3 Cross Church Street, Huddersfield"
HD1 2PY,Dixy Chicken,"19 Cross Church Street, Huddersfield"
WF16 0JD,Grillish,"40- 42a Oldfield Lane, Heckmondwike"
HD1 3HJ,Chunky Steak House,"18 Manchester Road, Huddersfield"
HD1 1BR,Kebabish Original,"9-11 John William Street, Huddersfield"
WF12 9PJ,Chilli Chicks,"66 Savile Road, Dewsbury"
HD6 1JZ,Bengal Brasserie,"6 Huddersfield Road, Brighouse"
HX1 5AB,Chicken Hut,"10 Bull Green, Halifax"
BD19 3HH,Habib,"23-25 Northgate, Cleckheaton"
HD6 2AX,Picco's,"1 Garden Road, Brighouse"
HD5 8JX,Natural Flavours,"144a Lowerhouses lane, Huddersfield"
BD19 5EY,Mama Roma Pizza,"23 Westgate, Cleckheaton"
WF14 9SG,Paradise,"36a Water Royd Lane, Mirfield"
HX3 7RJ,Shelf Balti House,"54 Carr House Road, Shelf"
HD1 6HJ,Spicy Cottage,"127 Halifax Old Road, Birkby"
BD12 8DB,spice ranch,"160 Woodside Road, Wyke"
WF16 9LW,Albion Takeaway,"16 Albion Street, Heckmondwike"
WF14 8AN,Pizza Island,"186A Huddersfield Road, Mirfield"
HX1 2EF,Seraj,"8-10 Bull Close Lane, Halifax"
HD6 1EL,Romano Pizzeria,"100a Briggate, Brighouse"
HD6 2PH,Ridwan's,"4 Half House Lane, Brighouse"
HD1 6LQ,The Original MB,"308 Bradford Road, Huddersfield"
HX5 0EP,Golden Dragon,"90 Southgate, Halifax, West Yorkshire"
HX5 0JH,Sanam,"Unit 2, Elizabeth Street, Halifax"
BD12 8SJ,Village Balti,"70 Blackstone Avenue, Wyke, Bradford"
HD6 1JN,Dino's Pizza,"16 Bethel Street, Brighthouse"
HX5 0EP,Elland Spice,"78 Southgate, Elland"
BD19 3TJ,Centroz,"161 Bradford Road, Cleckheaton"
BD12 7DY,Clancy's Pizza,"732 Bradford Road, Oakenshaw"
HD2 1HA,Woodhouse Top Taste,"13 Sheepridge Road, Huddersfield"
BD6 3QJ,Malones,"189 Wibsey Park Avenue, Bradford"
HD1 6NZ,Lasani,"309 Leeds Road, Huddersfield"
BD6 3EU,Spicy Bite,"66 Beacon Road, Bradford"
BD12 0DA,Curry Cottage,"3 Drop Kicks Shopping Centre, Bradford"
HD1 3AY,Top Taste,"57 Colne Road, Huddersfield"
WF13 3HL,Millennium Pizza,"638 Huddersfield Road, Dewsbury"
HX5 0DQ,Munch Grill and Pizza Bar,"71 Southgate, Halifax"
HD6 3PY,Rastrick Spice,"77 New Hey Road, Brighouse"
HD8 0DS,Lepton's New Paradise,"69 Highgate Lane, Lepton"
HX5 9HG,Natural Spice,"7 Briggate, Elland"
HD1 3EB,Zains Pizza Bar,"6 Chapel Hill, Huddersfield"
HD2 1UE,Deighton Spice,"939 Leeds Road, Deighton"
HD1 3EB,"Shax Pizza, Curry and Grill...","44 Chapel Hill, Huddersfield"
HD5 9PL,Serena Cuisine,"59 Bradley Mill Road, Huddersfield"
S75 5HQ,Milano's,"69 Church Street, Barnsley"
HD5 8PZ,New Spice House,"630a Wakefield Road, Huddersfield"
HX5 0JH,Frankie's,"Unit 2, Fast Lane Buildings, Elizabeth Street, Elland"
HD1 4UL,Top Nosh,"205-207 Church Street, Huddersfield"
WF16 9QD,Bengal Tandoori,"11a Greenside, Heckmondwike"
HD1 4LG,Chilli Hut,"45 Westbourne Road, Huddersfield"
HD7 4DS,Marios,"6 James Street, Huddersfield"
HD1 1RA,Wei Wei,"12 St. Peters Street, Huddersfield"
HD3 3FG,Outlane Spice,"843 New Hey Road, Huddersfield"
HD4 5BD,Snooty's,"147 May Street, Crossland Moor, Huddersfield"
WF4 6HS,New Indian Paradise Cuisine,"35 Westfield Road, Horbury"
HD4 5NH,iTaste,"362 Blackmoorfoot Road, Huddersfield"
HD1 2RD,Memsahib Restaurant,"37-39 Queensgate, Huddersfield"
HD1 6LJ,Kashmir Spice,"226 Bradford Road, Huddersfield"
HD1 4UJ,Eastern Star,"141 Church Street, Paddock"
HP12 3JQ,Pizza Hot 4 You,"95 Rutland Avenue, High Wycombe"
HD3 3XD,Medina Bismillah Salendine ...,"446 New Hey Road, Huddersfield"
HP11 2QR,Gul's Grill and Curry,"256 Desborough Road, High Wycombe"
HP13 6LW,Bombay Palace,"6 Crendon Street, High Wycombe"
HP12 4UA,K's Peri Peri,"188a Cressex Road, High Wycombe"
HP13 6DQ,Taste of Punjab,"4 Portland House, Arnison Avenue, High Wycombe"
HP11 2DJ,Anatolia Kebab Centre,"51 Oxford Street, High Wycombe"
HP12 3UT,China Garden,"76 Booker Lane, High Wycombe"
HP11 2RE,Royal Kebab Express,"48 Green Street, Wycombe"
HP13 6EB,Dansak Zone,"29 Totteridge Rd, High Wycombe"
HP11 2DG,Peri Peri Chicken Delight,"6 Oxford Street, High Wycombe"
HP12 3UT,Red Hot,"76 Booker Lane, Wycombe"
HP11 2QL,Herbies Pizza,"203 Desborough Road, High Wycombe"
HP11 2PU,Dosa Special,"104 Desborough Road, High Wycombe"
HP13 5AF,Taste of India,"192-194 Amersham Road, High Wycombe"
HP13 5DQ,Thai Cuisine @ The Bell,"41 Frogmoor, High Wycombe"
WF1 1XJ,Favela Brazilian Grill,"2 Carter Street, Wakefield"
LS25 1AA,Kool Treatz,"58b Main Street, Leeds"
LS25 4AQ,Indigo Spice and Grill,"Great North Road, Leeds"
LS25 7JP,Caesar's,"24-26 Cross Hills, Kippax"
LS25 1AA,Hot Eatz,"58 Main Street, Leeds"
LS25 7LT,Sylhety Balti,"4-6 Leeds Road, Leeds"
LS15 7JL,Oriental Express,"97 Selby Road, Leeds"
WF10 3DQ,Taj Mahal,"112a Queens Park Drive, Castleford"
BD5 7RA,Babylon Pizza,"372 Manchester Road, Bradford"
LS27 8EB,Jeera,"61 Queens Street, Morley"
BD4 9RU,B's Square,"389, Tong Street, Bradford"
BD10 9LB,Prima Pizza,"77 Bradford Road, Idle"
BD18 3AB,Pizza Cottage and Grill,"275 Bradford Road, Bradford"
LS13 4LG,Canton,"94 Henconner Lane, Leeds"
LS12 2RF,Al Falah,"138b Stanningley Road, Armley"
BD7 1AL,Omar's,"46 Great Horton Road, Bradford"
LS2 7DA,Munch Box,"7a Crown Street, Leeds"
LS9 9EQ,New Taste of China,"4 Osmondthorpe Cottages, Leeds"
LS9 0HJ,Caesars Pizzas and Moghuls ...,"40 Selby Road, Leeds"
BD5 9EE,Caribbean Grill,"11 southfield Road, Bradford"
LS14 6AX,Nosh Inn,"855 York Road, Leeds"
LS2 9DZ,Fortune Cookie,"81 Raglan Road, Hyde Park"
LS4 2TH,Sound Bites,"123 kirkstall road, Leeds"
LS12 3ND,Cafe53,"53 Stanningley Road, Leeds"
LS2 8BT,Burger King,"Unit 4B, 7 Merrion Way, Merrion Centre, Leeds Merrion"
LS1 2DR,Miah's Kitchen,"3 York Place, Leeds"
LS9 6EH,Nazma's Pizza and Curry Jun...,"31 Hudson Road, Leeds"
LS1 3BR,Senbon Sakura,"71 Great George Street, Leeds"
LS8 5NU,Ocean Chippy,"74 Harehills Road, Leeds"
LS9 6QE,t'chippy,"9 Coldcotes Circus, Leeds"
LS14 6AX,Burger King,"64-67 York Road, Leeds"
LS6 1EG,Fat Tony's,"68 Brudenell Road, Leeds"
LS1 4DJ,Bridge End Fisheries,"40 Bridge End, Leeds"
LS7 2PW,Posh Spice,"62 Stainbeck Road, Leeds"
BD4 9LX,Chai House,"62 Tong Street, Bradford"
LS17 6HQ,Peperoncino Pizza Ltd.,"385 Street Lane, Moortown"
LS7 3RA,Pizza Top and Karahi House,"542 Scott Hall Road, Leeds"
LS2 7DR,Albaba Restaurant,"29 Kirkgate, Leeds"
LS6 2NY,Pizza Merano,"173 Woodhouse Street, Leeds"
LS9 6DP,Papa Don's,"43 Sutherland Mount, leeds"
LS6 1LU,Gelato Passion LS6,"148B Cardigan Road, Leeds"
LS14 6AA,Tico Tico,"847 York Road, Halton"
LS4 2SN,Nemo's Fish Bar,"408 Burley Road, Leeds"
LS4 2JJ,Amigos Mexican Food and Piz...,"339 Burley Road, Leeds"
LS8 3ES,Flying Tandoori,"250 Easterly Road, Leeds"
LS9 6NW,Green Dragon,"597 York Road, Leeds"
WF3 2EY,China and Thai Express,"60 Bradford Road, Wakefield"
LS6 3HP,My Treat,"The Parade, 1 North Lane, Leeds"
LS8 5QQ,Mikaeel's Diner and Dessert...,"2A Bayswater Crescent, Leeds"
LS7 1BA,Oriental City,"30-36 Cross Stamford Street, Leeds"
LS10 1NJ,Black Panda,"319 Hunslet Road, Leeds"
LS7 2PW,Naeem's Tandoori,"62 Stainbeck Road, Meanwood"
BD4 7AB,Hall Lane Fish and Chips,"23-25 Hall Lane, Bradford"
LS6 3HU,Pizza Panache,"52b North Lane, Headingley"
