postcode,name,address
BH9 2EY,Tennessee Takeout,"488 Wimborne Road, Bournemouth"
BH2 5EY,Indian Ocean,"4 Westcliff Road, Bournemouth"
BH17 7EZ,Flames Grill Kebab and Pizz...,"11 The Parade, Poole"
BH14 0AX,Imran's Heart of India,"409E Ashley Road, Parkstone, Poole"
BH1 1NL,CHKN Station,"128-130 Old Christchurch Road, Bournemouth"
BH12 2HJ,Light of India,"124 Rossmore Road, Newtown"
BH15 4HW,Khyber,"259 Blandford Road, Hamworthy"
BH1 1RZ,Alpha Greek Cafe and Grill,"19B Lansdown Road, Bournemouth"
BH1 1NL,El Murrino,"154 Old Christchurch Road, Bournemouth"
BH16 5AQ,Pizza Royal,"195 Turlin Road, Hamworthy"
BH15 4AT,New Capital Pizza and Kebab,"51 Blandford Road, Poole"
BH1 1PE,Wok 4 Go,"234 Old Christchurch Road, Bournemouth"
WN3 4DP,Power Kitchen,"Unit 7 Tower Enterprise Park
Great George Street, Wigan"
BH15 2HG,Delicious Pizza and Kebab h...,"6 Tatnam Crescent, Poole"
BH16 5AQ,Dina Zone,"191 Turlin Road, Hamworthy"
BH14 9DS,Pure Thai,"239 Ashley Road, Poole"
SL1 1BD,Favourite Desserts Lounge,"317 High Street, Slough"
SL1 2PN,Tasty Hut,"14 Chalvey Road West, Slough"
SL2 5TL,SandS Sweet and Savoury,"98 Knolton Way, Slough"
SL0 9ND,Stobys of iver,"37 High Street, Iver"
SL1 2LX,Bapz and Wrapz,"6 Chalvey Road East, Slough"
SL1 1EQ,Milano Pizza,"16 High Street, Slough"
SL1 5LG,Mexican Palace,"13 Harrison Way, Slough"
UB7 0DE,Kaniz,"350-352 Bath Road, West Drayton"
SL1 2LX,Desserts Hotline,"12 Chalvey Rd East, Slough"
UB7 9DP,Favorite Chicken and Ribs,"6 Sipson Road, West Drayton"
S2 4LT,Mirpuri Tawa,"162 London Road, Sheffield"
S10 3QD,Tiffin,"486 Fulwood Road, Sheffield"
SL1 6JA,Smart Cafe,"334 Bath Road, Slough"
SL1 1PD,Shahzad House,"12 Park Street, Slough"
SR2 0RW,Tasteez,"22a Ryhope Street, Sunderland"
SR4 9BY,Nemo's Fish and Pizza Bar,"609 Hylton Road, Sunderland"
NE33 4AW,Upfront Food Cakes and Shak...,"134 Dean Road, South Shields"
S2 4HT,India Garden,"659-661 London Road, Sheffield"
SR4 8JD,Mariners Fish and Chips,"197 Gleneagles Road, Sunderland"
S10 1UH,Munch,"160 Crookes, Sheffield"
S2 4HT,Olam-D Kitchen,"635 London Road, Sheffield"
SR1 3PE,Cuppas and Cakes,"20 Olive Street, Sunderland"
S2 4HP,Aayan's,"484A London Road, Sheffield"
S2 4LR,Shahi Express,"53 London Rd, Sheffield"
S10 1UH,Cookies and Cream,"102A Crookes, Sheffield"
S2 4SE,Jump n Jive,"92 Harwood Street, Sheffield"
S13 8SE,The Village Balti,"79 Stradbroke Drive, Sheffield"
S9 1RD,J34 Cafe,"264 Sheffield Road, Sheffield"
S9 5HQ,Adams Spicy,"154 Main Road, Sheffield"
S2 4LE,Fanoush Falafel Bar,"103 London Road, Sheffield"
S11 8NX,Papa John's,"289 Ecclesall Road, Broomhall"
S2 5AU,Burger King,"Parkway Central Retail Park, Cricket Road, Sheffield Parkway"
S1 2EP,Edo Sushi,"High Court Chambers, 24-26 High Court, Sheffield"
S2 1FF,Papa John's,"294 Prince of Wales Road, Sheffield"
S6 3TE,Pizza R Us,"300 South Road, Sheffield"
S2 4HT,Luna Rossa,"617 London Road, Sheffield"
S10 1QU,Mediterranean Takeaway,"184 Northfield Road, Crookes"
S2 4NA,Gelato Passion,"300 London Road, Sheffield"
S5 6HP,Islamabad,"71 Bellhouse Road, Sheffield"
S10 2HP,Pizza Pronto,"349 Glossop Road, Crookesmoor"
S6 3TF,Da Vinci's,"374 South Road, Sheffield"
S8 0SE,Pizza Panda,"736 Chesterfield Road, Sheffield"
S5 6QQ,Tasties Original,"461 Firth Park Road, Sheffield"
S7 2BG,Pizza Zone,"751 Abbeydale Road, Nether Edge"
S60 1BD,AK Curries and Kebab,"88 Westgate, Rotherham"
S8 0SB,Pizza Forge,"652 Chesterfield Road, Sheffield"
S60 1HX,Orient Express,"The Old Railway Station, Princess Street, Rotherham"
S9 4AA,Pizza King,"39 Hadworth Road, Handsworth"
SR2 9QF,The Sandwich Shop,"22 Windsor Terrace, Sunderland"
S2 4LE,Beijing House,"141 London Road, Sheffield"
S2 4LA,Chino's,"19 London Road, Sheffield"
S5 6WN,Kebabish Grill and Curry House,"46 Firth Park Road, Sheffield"
DH5 9DY,Makhani,"8 Market Street, Hetton-le-Hole"
SR7 7EL,Seaham Coast Pizza,"4 Blandford Place, Seaham"
DH4 4QY,Shiney Pizza's and Kebabs,"Houghton Le Spring, Houghton Le Spring"
DH5 0JS,Spice Raja,"181 High Street, Houghton Le Spring"
DH4 4LL,Ricky's House of Pizza,"Unit 2 Herrington Bridge New Herrington, Houghton Le Spring"
SR2 0DH,Milanos Pizzeria,"52 Leechmere Way, Sunderland"
SR3 3DZ,Farringdon Fisheries,"142 Allendale Road, Farringdon"
SR1 3NG,Marcellos Express,"4-5 Albion Place, Sunderland"
DH4 7QS,Crispy Cod,"44 Avondale Avenue, Penshaw"
SR3 2NE,Pizza Oven 1,"12 William Doxford Centre, Sunderland"
SR4 7AF,iFry,"35 Hylton Road, Sunderland"
SR4 7XA,Golden Fry,"213 Hylton Road, Sunderland"
DH4 4AR,Pizza Corner,"85a Newbottle Street, Houghton le Spring"
SR4 7HR,Chester's Fish 'N' Grill,"216 Chester Road, Sunderland"
NE10 9LU,King Grill Pizza,"71 High Street, Gateshead"
SR3 1AU,Planet Pizza,"3 Blind Lane, Sunderland"
NE38 8JH,Dial A Curry,"1 Eddison Road, Washington"
NE37 2BN,Shopna Tandoori,"12 Front Street, Washington"
NE6 1DS,Arta SM,"128 Shields Road, Newcastle"
SR3 2DZ,Gills Golden Fish and Chips,"Aline Street, Sunderland"
SR4 8LN,Bengal Spice Tandoori,"21 Melbourne Place, High Barnes"
SR1 1UN,Desserts Delivered Sunderland,"139 High Street West, Sunderland"
SR1 1UN,Holy Smokes Delivered,"139 High Street West, Sunderland-Sunderland"
SR1 3JE,The Red Chilli,"16 Holmside, Sunderland"
SR5 1AD,Fona Dessert,"2 North Bridge Street, Sunderland"
SR1 3JE,Dixy Chicken (Central),"22 Holmeside, Sunderland"
SR5 1AD,Fona Pizza,"2 North Bridge Street, Sunderland"
SR1 1QD,Oriental Palace,"21 Saint Thomas Street, Sunderland"
SR6 0BY,La Dolce Vita,"17 Roker Avenue, Monkwearmouth"
SR1 3NR,Monroe's,"3-4 Stockton Road, Sunderland"
SR1 3JE,Pizza King,"17 Holmside, Sunderland"
SR6 0HQ,Lugano Pizzeria,"151 Roker Avenue, Sunderland"
SR6 9QT,Saffron,"180 Fulwell Road, Sunderland"
SR5 2HY,Pasha Pizza,"52 The Green, Sunderland"
SR6 0NT,Monsoon Spice,"56 Bede Street Sunderland, Tyne and Wear, Sunderland"
SR2 8RD,Nazrul's Sonargow,"51 Villette Road, Sunderland"
SR4 6NF,Pizza Uno,"52-54 St. Lukes Terrace, Sunderland"
SR4 6NF,Spice One,"64 St. Lukes Terrace, Sunderland"
SR6 9BP,Barbel,"9 Sea Road, Sunderland"
SR1 1HT,Santorini Mediterranean Grill,"18A John Street, Sunderland"
SR5 2AB,Pizza Corner,"281 Southwick, Sunderland"
SR5 2AB,4 Corners,"257 Southwick Street, Sunderland"
SR2 9QF,Paul's Golden Chippy,"11 Windsor Terrace, Sunderland"
SR6 0DT,Bengal Style Tandoori,"127 Church Street North, Monkwearmouth"
SR6 9BX,Grill Hut,"24 Sea Road, Fulwell"
NE37 3BW,Pizza Base,"2 Gayton Road, Washington"
NE28 8JD,Shawarma Albake,"99 High Street West, Wallsend"
SR4 7XT,Ravenna,"136 Hylton Road, Pallion"
NE34 8ND,A K's Triple Diner,"67 Nevinson Avenue, South Shields"
SR4 7HG,Merrills Fish Grill,"133 Chester Road, Sunderland"
SR5 3TU,Torrens Fish bar,"3 North Hylton Road, Sunderland"
NE33 5EA,Maanek's,"22 Frederick Street, South Shields"
NE34 7AY,Herbs and Spice,"71 Lake Avenue, South Shields"
SR4 7JA,Caesar Take Away Food Shops,"179 Chester Road, Sunderland"
SR2 8JX,Rainbow Chopsuey House,"60 Mainsforth Terrace West, Sunderland"
S6 3TE,Rowsha,"288 South Road, Sheffield"
S2 4QG,Rassam's Creamery,"33 London Road, Sheffield"
SR5 2AB,Pizza Palace,"265 Southwick Road, Sunderland"
S3 7SB,Merdoc's,"109-111 Devonshire Street, Sheffield"
SR6 8DA,Dine at Home,"7 Queens Parade, Seaburn"
S7 1LJ,Tasty Thai,"10 Wostenholm Road, Sheffield"
S60 2LZ,Moo Lab,"73 Wellgate, Rotherham"
S1 2EG,Sakushi Japanese,"27 Campo Lane, Sheffield"
S10 3BB,24/7 Booze,"216 Fulwood Road, Sheffield"
S4 7LG,Mangla,"145-147 Spital Hill, Sheffield"
S5 6HJ,Rice and Spice,"57 Bellhouse Road, Sheffield"
S10 2SS,Oasis,"204 Whitham Road, Sheffield"
S9 4RD,Sizzlers Grill,"659 Staniforth Road, Sheffield"
S5 6WN,Pizza Place,"32 Firth Park Road, Sheffield"
S9 1NJ,Wincobank Kebab and Fish Bar,"19a Fife Street, Wincobank"
S5 0QA,Jack's Place,"8 Nethershire Lane, Sheffield, Yorkshire"
S1 2GF,Tok-you Chinese Restaurant,"46 Castle Square, Sheffield"
S5 8NP,Galaxy Pizza And Star Grill,"2 Wordsworth Drive, Sheffield"
S10 3BB,Balti King,"216 Fulwood Road, Sheffield"
S10 1TF,Pisa Pizza,"237 Crookes, Sheffield"
S6 3EB,Pizzeria Italia,"153 Upperthorpe Road, Sheffield"
S2 1FF,Amigo's,"286 Prince of Wales Road, Sheffield"
S2 5HP,Just Curries,"184 City Road, Sheffield"
S2 4HP,Yummy House,"450 London Road, Sheffield"
S11 8TB,Eccy's Pizza and Grill,"776 Ecclesall Road, Sheffield"
S7 1FJ,Venice Pizza,"235 Abbeydale Road, Sheffield"
S5 6HJ,Pepe's,"53 Bellhouse Road, Firth Park"
S11 8JD,Abdul's,"156 Ecclesall Road, Sheffield"
S8 0RL,Everest,"59-61 Chesterfield Road, Sheffield"
SS0 9BQ,Oceans King,"173 Fairfax Drive, Westcliff-on-Sea"
CM2 0JA,GoodFellas,"55 Moulsham Street, Chelmsford"
S2 3AH,king spices,"240 Gleadless Road, Sheffield"
SS1 1PT,Jamaican Tasty Corner,"88-90 Princes Street, Southend on Sea"
SS1 1BU,Nino's,"26 Alexandra Street, Southend-on-Sea"
SS0 7HU,Tasty Chicken,"401 London Rd, Southend-on-Sea"
SS1 1PG,Tasty Chicken,"86 London Road, Southend-on-Sea"
SS1 1LT,Kingfisher Fish and Chips,"5 Queens Road, Southend on Sea"
SS14 3AF,Burger King,"1 Pipps Hill Retail Park, Basildon"
SS4 1AY,Regency Spice,"Back Lane, Rochford"
SS1 1LL,Burger King,"205 High Street, Southend on Sea"
SS14 3JT,Mintoo,"94 Whitmore Way, Basildon"
SS0 7JJ,Kings Piri Piri,"306-308 London Road, Westcliff-on-Sea"
SS11 8EE,Cosmos Wickford,"159 Southend Road, Wickford"
SS0 7AF,Timo wood-fired style Pizzeria,"155 North Road, Westcliffe On Sea"
SS0 7SB,Jerk Island Grill,"198 Station Road, Southend-on-Sea"
SR2 8RH,Chico's,"27 Villete Road, Sunderland"
SR5 1AB,Bertos,"19 North Bridge Street, Sunderland"
SL1 1DH,Zam Zams,"99 High Street, Slough"
SL1 1JU,Pepe's Piri Piri,"256 High Street, Slough"
UB7 8AG,Pizza On Demand,"119a Falling Lane, West Drayton"
SL4 1EF,Pizza Palace Express Ltd,"16 Oxford Road, East Windsor"
SL1 5QS,Red Planet Pizza,"33A Elmshott Lane, Slough"
SL1 1EL,Mr Chicken Bites,"74 High Street, Slough"
SL1 1BN,Woksta,"261 High Street, Slough"
SL1 5EA,Village Fish and Chips,"132 Lower Chippenham Lane, Slough"
SL1 3PB,Seasons Restaurant,"Baylis House Ltd, Stoke Boges Lane, Slough"
SL3 0QD,The Taj Mahal,"57 Coleridge Crescent, Slough"
SL2 5JU,Meghna Tandoori,"7 Upton Lea Parade, Wexham Road, Slough"
SL0 9AY,The Chip Shop Co,"2 Wellesley Avenue, Iver"
SL1 5LG,Grill Palace,"13 Harrison Way, Slough"
SL1 4XL,Griller's Peri Peri,"256 Farnham Road, Slough"
SL1 1TX,Grill N Pizza,"337 High Street, Slough"
SL3 8UE,Peri Peri Delite,"51 cheviot road, slough"
SL4 4JW,Papa John's,"207 Dedworth Road, Windsor"
SL3 8HA,East Meets West,"258 High Street, Langley"
UB7 8AG,Cinnamon Tree,"121 Falling Lane, West Drayton"
SL4 6JP,Royal Spice,"3 Bell Lane, Windsor"
SL1 5LG,Cinnamon Spice,"9 Harrison Way, Slough"
UB8 2EB,Burger Plus,"2a High Street Cowley, Cowley"
SL1 1BD,Steakout Street food,"295-297 High Street, Slough"
SL1 4XE,Tops Pizza,"222 Farnham Road, Farnham Royal"
SL3 8UE,Pizza Delite,"51 Cheviot Road, Slough"
SL4 4JR,Windsor Kebabs,"244 Dedworth Road, Windsor"
SL1 1PD,Bonfire Grill,"16 Park Street, Slough"
SL1 1PD,Rumi Pizza,"4 Park Street, Town Centre, Slough"
SL2 5AH,Ali's Fish and Chips,"39 Stoke Road, Slough"
SL2 5AP,The Grill Garden,"110 Stoke Road, Berkshire"
TW19 6AQ,Polash Tandoori,"187 Horton Road, Stanwell Moor"
SL1 4XL,Herbies Pizza,"290 Farnham Road, Slough"
SL2 5AX,Peri Peri Station,"171B Stoke Road, Slough"
SS2 5BZ,The Fat Burger,"9 Carlton Court, Southend-on-Sea"
S7 2BE,Alyan's,"705 Abbeydale Road, Sheffield"
S5 0QF,Pizza House,"829 Barnsley Road, Sheffield"
S12 2TA,Tawa,"194 Ridgeway Road, Sheffield"
S5 6HL,New Chachies Kebab and Curr...,"44 Bell House Road, Pismire Hill"
S10 5BA,Cafe Manzil,"11 Crooks Road, Sheffield"
S10 2HP,Pizza Roma,"345 Glossop Road, Sheffield"
S7 1LJ,Harry's Pizza,"22 Wostenholm Road, Sheffield"
S2 4DH,I go hungry,"118 Queens Road, Sheffield"
S2 4LW,Chikoo's,"208 London Road, Sheffield"
S6 3TD,Cafe Masala,"379 South Road, Sheffield"
S11 8ZP,The Greedy Greek,"418-420 Sharrow Vale Road, Sheffield"
S6 4GW,La Porchetta,"45 Middlewood Road, Sheffield"
S1 4BT,Butler's Balti House,"44-46 Broad Lane, Sheffield"
S6 1TG,Taj,"285 Middlewood Road, Sheffield"
S11 8ZH,Mogul Room,"282 Sharrow Vale Road, Sheffield"
S2 4DX,Zarmeenz Peri Peri Chicken,"649 Queens Road, Sheffield"
S65 2QN,Pejis Rotherham,"6 Central Parade 
Badsley Moor Lane, Rotherham"
S60 5EF,Papa Pizza,"377 Brinsworth Road, Brinsworth"
S6 3EB,Pizza Paz,"143 Upperthorpe Road, Sheffield"
S6 3DH,Maqsood Grill,"132 Infirmary Road, Sheffield"
S9 4JU,Koh-i-Noor King of Indian C...,"20 Station Road, Sheffield"
S7 1GW,The Curry Pot,"6 Sheldon Road, Sheffield"
S5 8WA,Millennium Spices,"25 Longley Ave West, Sheffield"
S1 4QB,Fresh Choice Noodle Bar,"21-23 Matilda Street, Sheffield"
S9 4GP,Aroma,"57 Mather Road, Sheffield"
S7 1FP,Village Grill,"344-346 Abbeydale Road, Sheffield"
S6 2UF,China Garden,"320-322 Langsett Road, Hillsborough"
S60 5SR,Riverside Spice,"30 Main Street, Rotherham"
S8 0SB,Italian Pasta Express,"654 Chesterfield Road, Sheffield"
S4 8BD,Pizza Plaza,"29, Rothay Road, Sheffield"
S5 6WN,Square Pizza,"42 Firth Park Road, Sheffield"
S5 6HU,Kebabish Express,"23A Hatfield House, Sheffield"
S2 4LR,SFC Kebabish Express,"54-56 London Road, Sheffield"
S5 7SD,La Pizza,"97 Lindsay Avenue, Sheffield"
S8 0SQ,Kolkata,"849 Chesterfield Rd, Woodseats"
S12 3DZ,Wok Inn,"3 Jaunty Way, Sheffield"
S2 1QS,No 1 Chinese Takeaway,"132 Harborough Avenue, Sheffield"
S8 0RL,Milan's Pizza,"17 Chesterfield Road, Sheffield"
S5 6WQ,Eastern Eye,"170 Firth Park Road, Sheffield"
S61 1AE,Raja's Takeaway,"50 Kimberworth Road, Rotherham"
S5 6HJ,Top Grill,"31 Bellhouse Road, Sheffield"
SS9 3NF,Mexicana Grille,"952 London Road, Leigh-on-Sea"
S2 1FH,Mehr's Masala,"293 Prince Of Wales Road, Sheffield"
SS1 2NL,Royal Chicken and Pizza,"63 South Church Road, Southend on Sea"
SS1 2ND,SFC Grill,"26 Southchurch Road, Southend-On-Sea"
SS9 3NF,Chicken Shack,"952 London Road, Leigh-On-Sea"
S61 1AE,Oregano Pizza and Kebab,"64 Kimberworth Road, Rotherham"
SS1 2EJ,Fat Al's Diner,"1A Marine Parade, Southend-on-Sea"
SS14 3DU,"The Fulwood Pizza, Pasta an...","Unit 9a Bowlers Croft, Basildon"
SS14 1EB,Neds Noodle Bar,"Unit 3, Eastgate Business Centre, Basildon"
SS3 9DT,Santa Lucia,"69 West Road, Southend-on-Sea"
SS1 2NL,Sizzling Pizza,"105 Southchurch Road, Southend-on-Sea"
SS11 8JL,Spice Kitchen,"27 Appletree Way, Wickford"
SS1 2PS,Ruchi,"708-710 Southchurch Road, Southend on Sea, Essex"
SS1 2PQ,Jonaki Tandoori,"383 Southchurch Road, Essex"
SS2 6SP,new india restaurant,"4 Rochford Road, Southend-on-Sea, southend airport"
SS2 5BZ,The Fat Pizza,"9 Carlton Court, Southend-on-Sea"
SS14 3EB,Ma Ma's Pizza,"9 Bowlers Croft, Basildon"
SS14 3BS,Spice Fusion,"Pipps Hill, 17 Bentalls, Basildon"
SS0 9TS,Chilli Green,"363 Westborough Road, Westcliff-on-Sea"
SS0 7LP,Shagor,"108 Hamlet Court Road, Westcliff-on-Sea"
SS9 3ND,Yak and Yeti,"1030 London Road, Leigh on Sea"
SS2 5PB,Big Papa's,"123 Sutton Road, Southend-on-Sea"
S9 5EZ,Zeenats,"7 Clipstone Garden, Sheffield"
SS0 7JJ,Chai-Fi,"306-308 London Road, West Cliff-On-Sea"
SS14 1BZ,Cosmos Basildon,"The Kiosk Southwalk, Basildon"
SS14 3JF,Amelia's,"Unit 1B
Adams Business Centre
Cranes Farm Road, Basildon"
SS0 9LD,Pizza Domain,"494 London Road, Westcliff-on-Sea"
SS1 2EJ,Perfect Pasta,"1A Marine Parade, Southend On Sea"
SS0 9PE,Red Chilliezs,"629 London Road, Westcliff-on-Sea"
SS0 9ST,Shish,"719 London Road, Southend-On-Sea"
SS0 9TS,Chilli Grill,"363 Westborough Road, Westcliff-on-Sea"
SS0 9LA,Mamataz Mahal,"440 London Road, Westcliff-on-Sea"
SS0 7LX,Saffron Lounge,"12 Hamlet Court Road, Westcliff-on-Sea"
SS2 5PB,Southend Square Pizza,"117 Sutton road, Southend on Sea"
SS0 7HU,Royal Wok,"405 London Road, Westcliff-on-Sea"
SS14 1PB,Shuma,"201 Timberlog Lane, West Basildon"
SS15 6EB,Cinnamon,"Unit 8 Braiswick Place, Basildon"
SS2 6NH,Super Pizza,"363 Victoria Avenue, Southend"
SS0 7HT,Imperial Chinese takeaway,"347 London Road, Westcliff-on-Sea"
SS14 3JT,New Capital Burger Bar,"100 Whitmore Way, Basildon"
UB8 3SH,Mamma Mia,"121 Moorfield Road, UXBRIDGE"
SS0 0QJ,Pizza Time,"23 Commercial Road, Westcliff-on-Sea"
SS2 6RL,Favorite Chicken and Ribs,"87- 89 Prince Avenue, Southend-on-Sea"
S11 8PF,Drinks Stop,"375 Ecclesall Road, Sheffield"
SS14 1PB,Food Stop,"211 Timberlog Lane, Basildon"
SA1 4JE,Pizza Napoli,"81 Brynymor Road, Swansea"
SA6 7JS,Al-Des,"90 Rheidol Avenue, Swansea"
SA1 3UW,China Cook,"89 St. Helens Road, Swansea"
SA2 0HB,Popeyes,"1a Gwydr Square, Swansea"
SA1 4AN,Topolis Pizza and Kebab House,"5 St. Helens Road, Swansea"
SA1 4AY,Zams Chicken,"36 St. Helens Road, Swansea"
SA18 3AF,Maheen's,"32 College Street, Ammanford"
SA1 2BQ,Pizza Athena,"33 Llangyfelach Street, Swansea"
SA1 4AY,Sara Restaurant,"37 St Helens Road, Swansea"
SA1 4JJ,The Mill,"75 Bryn y Mor Road, City Centre"
SA1 2JG,Rossi's Original,"235-240 Neath Road, Swansea"
SA1 2AE,Alcohaul,"8 Strand, Swansea"
SA6 7JS,Dragon Palace,"88 Rheidol Avenue, Swansea"
SA6 7JS,Roti,"Rheidol Avenue Clase, Swansea"
SA1 4AZ,Hakka City Hot Pot and BBQ ...,"41 St. Helens Road, Swansea"
SA1 1DE,Pizza Torium,"1 Wind Street, Swansea"
SA4 4BX,Swan Garden,"11 High Street, Gorseinon, Swansea"
RH6 7PZ,New Fort Raj,"74 Victoria Road, Horley"
RH10 4HZ,Velvety Ginger,"Unit 2 Station Road, Crawley Down, Crawley"
RH10 8DT,Raj Tandoori ll,"11 The Parade, Crawley"
RH10 1XP,Peri Peri Original,"22 The Boulevard, Crawley"
RH11 7AS,New Dragon,"59 Ifield Road, Crawley"
RH10 9RD,Italian Pizza,"71 Gatwick Road, Crawley"
RH19 3DJ,Xquisite Indian Cuisine,"14 King Street, East Grinstead"
RH11 7AP,Food Express,"3 Ifield Road, Crawley"
SW7 1EE,Deliver Me Drinks,"Suite 155, 4 Montpellier Street,, Knightsbridge"
RH11 7AE,Chapati Junxion,"5 Pegler Way, Crawley"
RH6 7AR,White Lotus Thai Restaurant,"167 Victoria Road, Horley"
RH10 1BJ,Taj Mahal,"2-4 High Street, Crawley"
RH10 1LS,Pizza Time,"239 Three Bridges Road, Crawley"
RH10 6NX,Red Chilli Grill,"5 Furnace Parade, Crawley"
RH10 3BA,Real Barbecue and Bar,"1 Peterhouse Parade, Crawley"
RH10 6DH,The Downsman,"Wakehurst Drive, Crawley"
RH10 1BU,Reds Piri Piri,"1 Grand Parade, High Street, Crawley"
RH11 0DQ,Simply Peri Peri,"194 Ifield Parade, Ifield"
RH10 8DT,China Garden,"9 Northgate Parade, Crawley"
RH10 8DT,Wingos,"17 The Parade, Crawley"
RH19 1EY,The Pizza Post,"184 London Road, West Sussex"
RH11 7AG,Tubbies Fried Chicken,"5b Pegler Way, Crawley"
RH10 1LG,Yasmine,"213 Three Bridges Road, Crawley"
RH10 1BH,Mo Lin,"6-14 High Street, Crawley"
RH6 7AR,Taj Balti House,"169 Victoria Road, Horley"
RH19 1EY,The Gurkha,"186 London Road, East Grinstead"
RH19 2RE,The Gurkha @ Woodcock Inn,"Woodcock Inn,, Felbridge"
RH10 6NX,Red Chilli,"5 Furnace Parade, Crawley"
RH10 1HQ,Burger Bites,"6 Broadwalk, Crawley"
RH10 8DT,Tops Pizza,"17 The Parade, Crawley"
RH11 0DQ,I Grill,"194 Ifield Drive, Crawely"
RH11 8HH,Mango's In,"2 Gossops Parade, Crawley, West Sussex"
RH10 1HQ,SliceBox,"6 Broadwalk, Crawley"
RH10 1BA,Spice World,"8a Bank Lane, Crawley"
RH11 9BA,The Raj Tandoori and Kebab,"8 Broadfield Barton, Crawley"
RH10 6AA,Mazza,"10 Brighton Road, Crawley"
SG7 6NG,Wood Oven Kitchen,"Unit 4 Baldock Industrial State, London Road,, Baldock"
RH11 7AE,Argy Bhaji,"5 Pegler Way, Crawley"
SG1 4QG,Masoom,"2 Parsons Green Estate, Boulton Road, Stevenage"
SG1 5DZ,Londsdale Oriental,"551 Lonsdale Road, Stevenage"
SG1 3HH,Roosters Spot,"16 Enterprise Centre, Orchard Road, Stevenage"
SG2 0DJ,Gate Of India,"20 The Glebe, Chells"
SG5 1RG,Punjab Balti,"147 Nightingale Road, Hitchin"
SG2 9SB,Mumbai Spice,"18 The Hyde, Hertfordshire"
SG5 1LL,Curry Express,"53 Bancroft Hitchin, Hitchin"
SG2 9SB,Grill Hut Peri Peri,"20 The Hyde, Stevenage"
SG2 8LU,Cheese Pizza,"112 Oaks Cross, Hertfordshire"
SG1 4QG,Spice Kitchen,"14 Parsons Green Estate, Chells"
SG1 5DZ,Xavier's Peri Peri,"551 Lonsdale Road, Stevenage"
SG6 3DD,City Kebab,"74 Eastcheap, Letchworth Garden City"
AL7 3PP,Papa John's,"53 Cole Green Lane, Welwyn Garden City"
SG2 9SE,Farmhouse Pizza,"10 The Hyde, Stevenage"
SG5 1NB,AliBaba Kebab House,"110 Bancroft, Hitchin"
SG5 1QU,Papa John's,"32-33 Nightingale Road, Hitchin"
SG5 1RG,PB Fried Chicken,"147 Nightingale Road, Hitchin"
AL10 0LN,Bengal Spices,"10 Market Place, Hatfield"
SG1 3HS,Perfect Pizza,"115-117 High Street, Stevenage"
SA11 1NR,Papa John's,"104 Windsor Road, Neath"
SG5 1UB,Curry House,"151c Bearton Road, Hitchin"
SG1 4SU,The Famous Chef,"Unit 16, Wedgewood Way, Pin Green"
SA4 3BW,Top Pizza,"100A Sterry Road, Gowerton"
SG1 3EF,Taste Of India,"48A High Street, Stevenage, Stevenage"
SA11 2EE,Shun Da,"21 Furnace Terrace, Neath"
SA1 1EG,Chick-o-Land,"62 Wind Street, Swansea"
SA2 0HB,Franky's Fish and Chips,"4 Gwydr Square, Uplands"
SA2 0HB,Oliver's Fish and Chips,"4A Gwydr Square Uplands, Swansea"
SA1 6JZ,Chicken and Pizza On The Hill,"84 Penygraig Road, Swansea"
SA1 4AZ,Aroma Pizza,"43 St Helens Road, Swansea"
SA2 9DE,Pizza Milano,"69-71 Eversley Road, Sketty"
SA1 4BE,Pizza Venice,"63 St. Helens Road, Swansea"
SA2 9AE,Zaal,"8 Dillwyn Road, Sketty"
SA1 4BQ,Maharani Indian Cuisine,"81 St Helens Road, Swansea"
SA1 4JJ,Swansea Oriental,"71 Brynymor Road, Brynmill"
SA1 8JG,Hot Wok,"61 Port Tennant Road, Swansea"
SA1 8LQ,Port Tennant Kebab and Pizza,"1A Wern Fawr Road, Port Tennant, Swansea"
SA10 6HE,Bengal Bites,"77 New Road, Neath"
SA2 0UY,Zaks,"1 Graiglwyd Road, Cockett"
SA1 6BE,Lucky House,"73 Hanover Street, Swansea"
SA1 2HW,Wonderful,"82 Neath Road, Swansea"
SA1 2HE,Mamma's Pizza Parlour,"1402 Neath Road, Swansea"
SA1 8NF,Evening Chinese and Off Lic...,"158 Danygraig Road, Swansea"
SA5 9AH,California Pizza,"57 Crwys Terrace, Swansea"
SA6 8AB,Kismat,"22A Woodfield Street, Morriston, Swansea"
SA5 5AH,Pizza Giorgio,"159 Ravenhill Road, Swansea"
SA1 5SF,Eat Greek,"11 Mansel Street, Swansea"
SA1 4AN,Oasis,"8 St. Helens Road, Swansea"
SA1 2JT,Landore Spice,"198 Neath Road, Swansea"
SA1 8NF,Evening Italian and Off Lic...,"158 Danygraig Road, Swansea"
RH10 1LS,Hot and Tasty Chicken,"245 Three Bridges Road, Crawley"
SA1 5SN,Saffron Indian,"38 Mansel Street, Swansea"
SA6 8JU,Golden Dragon,"329 Neath Road, Plasmarl"
SA6 8BA,Flying Pizza,"96 Woodfield Street, Morriston"
RH1 6HW,Cinnamon,"96 Earlswood Road, Earlswood"
RH2 0AN,Papa John's,"10 Church Street, Reigate"
RH19 1EQ,Subway,"81 London Road, East Grinstead"
SL1 5QS,Cheeky Chicken,"33a Elmshott Lane, Slough"
UB8 2TZ,Curry Culture,"33 Rockingham Road, Uxbridge"
